year,state,code,christianity_protestant,christianity_romancatholic,christianity_easternorthodox,christianity_anglican,christianity_other,christianity_all,judaism_orthodox,judaism_conservative,judaism_reform,judaism_other,judaism_all,islam_sunni,islam_shi’a,islam_ibadhi,islam_nationofislam,islam_alawite,islam_ahmadiyya,islam_other,islam_all,buddhism_mahayana,buddhism_theravada,buddhism_other,buddhism_all,zoroastrianism_all,hinduism_all,sikhism_all,shinto_all,baha’i_all,taoism_all,jainism_all,confucianism_all,syncretism_all,animism_all,noreligion_all,otherreligion_all,religion_all,population,protestant_percent,romancatholic_percent,easternorthodox_percent,anglican_percent,otherchristianity_percent,christianity_percent,orthodox_percent,conservative_percent,reform_percent,otherjudaism_percent,judaism_percent,sunni_percent,shi’a_percent,ibadhi_percent,nationofislam_percent,alawite_percent,ahmadiyya_percent,otherislam_percent,islam_percent,mahayana_percent,theravada_percent,otherbuddhism_percent,buddhism_percent,zoroastrianism_percent,hinduism_percent,sikhism_percent,shinto_percent,baha’i_percent,taoism_percent,jainism_percent,confucianism_percent,syncretism_percent,animism_percent,noreligion_percent,otherreligion_percent,religion_sumpercent,total_percent,dual_religion,source_code
2000,Myanmar,MYA,2300000,550000,0,40000,320000,3210000,0,0,0,50,50,1824440,0,0,0,0,0,0,1824440,0,34909000,0,34909000,661,45611,1000,0,55000,0,2281,91222,100220,5170000,122171,79344,45531656,45611000,0.0504,0.0121,0,0.0009,0.007,0.0704,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.7654,0,0.7654,0,0.001,0,0,0.0012,0,0.0001,0.002,0.0022,0.1133,0.0027,0.0017,0.9983,1,1,83
2005,Myanmar,MYA,3125404,815323,0,54355,434839,4429920,0,0,0,25,25,2214960,0,0,0,0,0,0,2214960,0,41406500,0,41406500,836,55374,1500,0,85000,0,2891,101000,112311,6644880,270225,48578,55325422,55374000,0.0564,0.0147,0,0.001,0.0079,0.08,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.7478,0,0.7478,0,0.001,0,0,0.0015,0,0.0001,0.0018,0.002,0.12,0.0049,0.0009,0.9991,1,1,83
2010,Myanmar,MYA,3200000,805000,0,60000,500000,4565000,0,0,0,25,25,2450000,0,0,0,0,0,0,2450000,0,43983776,0,43983776,853,58808,1593,0,90271,0,3070,107263,119276,7056956,286983,84093,58723875,58807968,0.0544,0.0137,0,0.001,0.0085,0.0776,0,0,0,0,0,0.0417,0,0,0,0,0,0,0.0417,0,0.7479,0,0.7479,0,0.001,0,0,0.0015,0,0.0001,0.0018,0.002,0.12,0.0049,0.0014,0.9986,0.9999,1,83
1950,Sri Lanka,SRI,51212,522104,0,41922,7548,622786,0,0,0,0,0,0,0,0,0,0,0,549745,549745,0,0,4896154,4896154,929,1583861,13053,0,746,0,0,0,0,929,9756,41,7677959,7678000,0.0067,0.068,0,0.0055,0.001,0.0811,0,0,0,0,0,0,0,0,0,0,0,0.0716,0.0716,0,0,0.6377,0.6377,0.0001,0.2063,0.0017,0,0.0001,0,0,0,0,0.0001,0.0013,0,1,1,0,7
1955,Sri Lanka,SRI,54649,580300,0,42956,68195,746100,0,0,0,0,0,0,0,0,0,0,0,580300,580300,0,0,5669950,5669950,1144,1658000,16017,0,2231,0,0,0,125,946,21272,26915,8696085,8723000,0.0063,0.0665,0,0.0049,0.0078,0.0855,0,0,0,0,0,0,0,0,0,0,0,0.0665,0.0665,0,0,0.65,0.65,0.0001,0.1901,0.0018,0,0.0003,0,0,0,0,0.0001,0.0024,0.0031,0.9969,0.9999,0,2
1960,Sri Lanka,SRI,58085,680890,0,43991,101034,884000,0,0,0,0,0,0,0,0,0,0,0,724000,724000,0,0,6427850,6427850,1360,1780020,18980,0,3715,0,0,0,249,963,32789,15074,9873926,9889000,0.0059,0.0689,0,0.0044,0.0102,0.0894,0,0,0,0,0,0,0,0,0,0,0,0.0732,0.0732,0,0,0.65,0.65,0.0001,0.18,0.0019,0,0.0004,0,0,0,0,0.0001,0.0033,0.0015,0.9985,0.9999,0,12
1965,Sri Lanka,SRI,61522,781480,0,45025,116733,1004760,0,0,0,0,0,0,0,0,0,0,0,818834,818834,0,0,7479780,7479780,1575,1786240,21944,0,5200,0,0,0,374,979,44305,9,11163991,11164000,0.0055,0.07,0,0.004,0.0105,0.09,0,0,0,0,0,0,0,0,0,0,0,0.0733,0.0733,0,0,0.67,0.67,0.0001,0.16,0.002,0,0.0005,0,0,0,0,0.0001,0.004,0,1,1,0,20
1970,Sri Lanka,SRI,64958,951216,0,46059,21958,1084191,0,0,0,0,0,0,0,0,0,0,0,913668,913668,0,0,8433620,8433620,1790,1993787,24907,0,6684,0,0,0,498,996,55821,38,12515962,12516000,0.0052,0.076,0,0.0037,0.0018,0.0866,0,0,0,0,0,0,0,0,0,0,0,0.073,0.073,0,0,0.6738,0.6738,0.0001,0.1593,0.002,0,0.0005,0,0,0,0,0.0001,0.0045,0,1,0.9999,0,7
1975,Sri Lanka,SRI,70379,1041508,0,50529,0,1162416,0,0,0,0,0,0,0,0,0,0,0,1013584,1013584,0,0,9392060,9392060,1895,1754480,27953,30,8192,0,0,0,499,548,105410,28933,13467067,13496000,0.0052,0.0772,0,0.0037,0,0.0861,0,0,0,0,0,0,0,0,0,0,0,0.0751,0.0751,0,0,0.6959,0.6959,0.0001,0.13,0.0021,0,0.0006,0,0,0,0,0,0.0078,0.0021,0.9979,0.9998,0,99
1980,Sri Lanka,SRI,75800,1131800,0,55000,0,1262600,0,0,0,0,0,0,0,0,0,0,1300,1112200,1113500,0,0,10050200,10050200,2000,1917110,31000,60,9700,0,0,0,500,100,155000,205230,14541770,14747000,0.0051,0.0767,0,0.0037,0,0.0856,0,0,0,0,0,0,0,0,0,0,0.0001,0.0754,0.0755,0,0,0.6815,0.6815,0.0001,0.13,0.0021,0,0.0007,0,0,0,0,0,0.0105,0.0139,0.9861,0.9999,0,7
1985,Sri Lanka,SRI,83900,1151200,0,53000,0,1288100,0,0,0,0,0,0,0,0,0,0,0,1224000,1224000,0,0,11160000,11160000,2000,1901040,36750,90,11350,0,0,0,600,130,217500,440,15841560,15842000,0.0053,0.0727,0,0.0033,0,0.0813,0,0,0,0,0,0,0,0,0,0,0,0.0773,0.0773,0,0,0.7045,0.7045,0.0001,0.12,0.0023,0,0.0007,0,0,0,0,0,0.0137,0,1,0.9999,0,13
1990,Sri Lanka,SRI,92000,1170600,0,51000,0,1313600,0,0,0,0,0,0,0,0,0,0,0,1500000,1500000,0,0,11650720,11650720,2000,2209090,42500,120,13000,0,0,0,700,160,250000,11110,16981890,16993000,0.0054,0.0689,0,0.003,0,0.0773,0,0,0,0,0,0,0,0,0,0,0,0.0883,0.0883,0,0,0.6856,0.6856,0.0001,0.13,0.0025,0,0.0008,0,0,0,0,0,0.0147,0.0007,0.9993,1,0,7
1995,Sri Lanka,SRI,132792,1237655,0,52611,25901,1448959,0,0,0,0,0,0,0,0,0,0,0,1448960,1448960,0,0,12447280,12447280,2129,2535680,23132,135,13513,0,0,0,726,547,190503,436,18111564,18112000,0.0073,0.0683,0,0.0029,0.0014,0.08,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0.6872,0.6872,0.0001,0.14,0.0013,0,0.0007,0,0,0,0,0,0.0105,0,1,0.9998,0,1
2000,Sri Lanka,SRI,102000,1035740,0,37000,13178,1187918,0,0,0,0,0,1335667,117492,0,0,0,0,0,1453159,2500000,10485000,0,12985000,0,1312980,0,0,10000,0,0,0,0,0,60000,90943,17009057,17100000,0.006,0.0606,0,0.0022,0.0008,0.0695,0,0,0,0,0,0.0781,0.0069,0,0,0,0,0,0.085,0.1462,0.6132,0,0.7594,0,0.0768,0,0,0.0006,0,0,0,0,0,0.0035,0.0053,0.9947,1.0001,0,315
2005,Sri Lanka,SRI,110140,1416096,0,31468,15734,1573438,0,0,0,0,0,1265444,111315,0,0,0,0,0,1376759,2706779,10830820,0,13537599,2000,2950200,3200,155,14000,0,0,0,0,0,85000,125649,19542351,19668000,0.0056,0.072,0,0.0016,0.0008,0.08,0,0,0,0,0,0.0643,0.0057,0,0,0,0,0,0.07,0.1376,0.5507,0,0.6883,0.0001,0.15,0.0002,0,0.0007,0,0,0,0,0,0.0043,0.0064,0.9936,1,0,83
2010,Sri Lanka,SRI,220966,1242473,0,22096,10043,1495578,0,0,0,0,0,1816110,159755,0,0,0,0,0,1975865,2875906,11591582,0,14467488,0,2565831,0,0,0,0,0,0,0,0,9481,75835,20514243,20590078,0.0107,0.0603,0,0.0011,0.0005,0.0726,0,0,0,0,0,0.0882,0.0078,0,0,0,0,0,0.096,0.1397,0.563,0,0.7026,0,0.1246,0,0,0,0,0,0,0,0,0.0005,0.0037,0.9963,1,0,315
1965,Maldives,MAD,148,115,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,108000,108000,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,718,108282,109000,0.0014,0.0011,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0.9908,0.9908,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0066,0.9934,1,0,99
1970,Maldives,MAD,94,125,0,0,10,229,0,0,0,0,0,0,0,0,0,0,0,111000,111000,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9750,111250,121000,0.0008,0.001,0,0,0.0001,0.0019,0,0,0,0,0,0,0,0,0,0,0,0.9174,0.9174,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0806,0.9194,1.0001,0,7
1975,Maldives,MAD,59,135,0,0,5,199,0,0,0,0,0,0,0,0,0,0,0,128690,128690,0,0,1310,1310,0,6,0,0,23,0,0,0,0,0,2,770,130230,131000,0.0005,0.001,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0.9824,0.9824,0,0,0.01,0.01,0,0,0,0,0.0002,0,0,0,0,0,0,0.0059,0.9941,1,0,2
1980,Maldives,MAD,25,145,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,155420,155420,0,0,1580,1580,0,20,0,0,25,0,0,0,0,0,6,779,157221,158000,0.0002,0.0009,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0.9837,0.9837,0,0,0.01,0.01,0,0.0001,0,0,0.0002,0,0,0,0,0,0,0.0049,0.9951,1,0,7
1985,Maldives,MAD,102,117,0,0,45,264,0,0,0,0,0,0,0,0,0,0,0,172000,172000,0,0,1840,1840,0,62,0,0,37,0,0,0,0,0,20,9777,174223,184000,0.0006,0.0006,0,0,0.0002,0.0014,0,0,0,0,0,0,0,0,0,0,0,0.9348,0.9348,0,0,0.01,0.01,0,0.0003,0,0,0.0002,0,0,0,0,0,0.0001,0.0531,0.9469,0.9999,0,13
1990,Maldives,MAD,180,90,0,0,90,360,0,0,0,0,0,0,0,0,0,0,0,214230,214230,0,0,1100,1100,0,190,0,0,50,0,0,0,0,0,60,10,215990,216000,0.0008,0.0004,0,0,0.0004,0.0017,0,0,0,0,0,0,0,0,0,0,0,0.9918,0.9918,0,0,0.0051,0.0051,0,0.0009,0,0,0.0002,0,0,0,0,0,0.0003,0,1,1,0,7
1995,Maldives,MAD,310,489,0,0,84,883,0,0,0,0,0,0,0,0,0,0,0,241460,241460,0,0,1474,1474,0,574,0,0,79,0,0,0,0,0,178,9352,244648,254000,0.0012,0.0019,0,0,0.0003,0.0035,0,0,0,0,0,0,0,0,0,0,0,0.9506,0.9506,0,0,0.0058,0.0058,0,0.0023,0,0,0.0003,0,0,0,0,0,0.0007,0.0368,0.9632,1,0,2
2000,Maldives,MAD,500,800,0,0,0,1300,0,0,0,0,0,263120,17160,0,0,0,0,0,280280,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,3220,282780,286000,0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,83
2005,Maldives,MAD,513,822,0,0,0,1335,0,0,0,0,0,270480,17640,0,0,0,0,0,288120,0,0,1233,1233,0,0,0,0,0,0,0,0,0,0,0,3312,290688,294000,0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,83
2010,Maldives,MAD,554,887,0,0,0,1441,0,0,0,0,0,292012,19044,0,0,0,0,0,311056,0,0,1331,1331,0,0,0,0,0,0,0,0,0,0,0,3577,313828,317405,0.0017,0.0028,0,0,0,0.0045,0,0,0,0,0,0.92,0.06,0,0,0,0,0,0.98,0,0,0.0042,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0113,0.9887,1,0,83
1945,Nepal,NEP,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,71100,71100,0,0,1064500,1064500,0,5181132,0,0,145,0,0,0,0,792522,332,266,7109734,7110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.1497,0.1497,0,0.7287,0,0,0,0,0,0,0,0.1115,0,0,1,0.9999,0,99
1950,Nepal,NEP,24,0,0,0,24,48,0,0,0,0,0,0,0,0,0,0,0,152523,152523,0,0,1146203,1146203,0,5700977,0,0,382,0,0,0,0,859653,1908,306,7861694,7862000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0.0194,0,0,0.1458,0.1458,0,0.7251,0,0,0,0,0,0,0,0.1093,0.0002,0,1,0.9998,0,7
1955,Nepal,NEP,161,71,214,0,1346,1792,0,0,0,0,0,0,0,0,0,0,0,215761,215761,0,0,1082566,1082566,0,6225980,0,0,1000,0,595,0,0,932470,10943,5893,8471107,8477000,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0255,0.0255,0,0,0.1277,0.1277,0,0.7345,0,0,0.0001,0,0.0001,0,0,0.11,0.0013,0.0007,0.9993,1.0001,0,99
1960,Nepal,NEP,297,143,428,0,2668,3536,0,0,0,0,0,0,0,0,0,0,0,279000,279000,0,0,1018930,1018930,0,6854620,0,0,1618,0,1190,0,0,1072780,19978,11348,9251652,9263000,0,0,0,0,0.0003,0.0004,0,0,0,0,0,0,0,0,0,0,0,0.0301,0.0301,0,0,0.11,0.11,0,0.74,0,0,0.0002,0,0.0001,0,0,0.1158,0.0022,0.0012,0.9988,1,0,12
1965,Nepal,NEP,434,214,641,0,3990,5279,0,0,0,0,0,0,0,0,0,0,0,296945,296945,0,0,1123210,1123210,0,7572905,0,0,2236,0,1784,0,0,1179343,29012,286,10210714,10211000,0,0,0.0001,0,0.0004,0.0005,0,0,0,0,0,0,0,0,0,0,0,0.0291,0.0291,0,0,0.11,0.11,0,0.7416,0,0,0.0002,0,0.0002,0,0,0.1155,0.0028,0,1,0.9999,0,99
1970,Nepal,NEP,570,285,855,0,5313,7023,0,0,0,0,0,0,0,0,0,0,0,314891,314891,0,0,1330576,1330576,0,8345190,0,0,2854,0,2379,0,0,1285906,38047,134,11326866,11327000,0.0001,0,0.0001,0,0.0005,0.0006,0,0,0,0,0,0,0,0,0,0,0,0.0278,0.0278,0,0,0.1175,0.1175,0,0.7368,0,0,0.0003,0,0.0002,0,0,0.1135,0.0034,0,1,1.0001,0,7
1975,Nepal,NEP,770,342,991,0,4428,6531,0,0,0,0,0,0,0,0,0,0,0,359445,359445,0,0,1530200,1530200,0,9470900,1775,0,3427,0,2789,0,3700,1411850,41023,3360,12831640,12835000,0.0001,0,0.0001,0,0.0003,0.0005,0,0,0,0,0,0,0,0,0,0,0,0.028,0.028,0,0,0.1192,0.1192,0,0.7379,0.0001,0,0.0003,0,0.0002,0,0.0003,0.11,0.0032,0.0003,0.9997,1,0,99
1980,Nepal,NEP,970,400,1128,0,3542,6040,0,0,0,0,0,0,0,0,0,0,0,424000,424000,0,0,1756080,1756080,0,10529160,3550,0,4000,0,3200,0,7400,1609740,44000,246830,14387170,14634000,0.0001,0,0.0001,0,0.0002,0.0004,0,0,0,0,0,0,0,0,0,0,0,0.029,0.029,0,0,0.12,0.12,0,0.7195,0.0002,0,0.0003,0,0.0002,0,0.0005,0.11,0.003,0.0169,0.9831,1,0,7
1985,Nepal,NEP,4485,2000,1264,0,257271,265020,0,0,0,0,0,0,0,0,0,0,0,567000,567000,0,0,1958880,1958880,0,11753280,5325,0,4500,0,3600,0,11100,1632400,52000,70895,16253105,16324000,0.0003,0.0001,0.0001,0,0.0158,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.0347,0.0347,0,0,0.12,0.12,0,0.72,0.0003,0,0.0003,0,0.0002,0,0.0007,0.1,0.0032,0.0043,0.9957,0.9999,0,13
1990,Nepal,NEP,8000,3600,1400,0,511000,524000,0,0,0,0,0,0,0,0,0,0,0,710000,710000,0,0,1992210,1992210,0,13039920,7100,0,5000,0,4000,0,14800,1750000,60000,3970,18107030,18111000,0.0004,0.0002,0.0001,0,0.0282,0.0289,0,0,0,0,0,0,0,0,0,0,0,0.0392,0.0392,0,0,0.11,0.11,0,0.72,0.0004,0,0.0003,0,0.0002,0,0.0008,0.0966,0.0033,0.0002,0.9998,0.9999,0,7
1995,Nepal,NEP,60594,4839,1992,0,475372,542797,0,0,0,0,0,0,0,0,0,0,0,643680,643680,0,0,2574720,2574720,0,14833760,7737,0,4247,0,5003,0,15751,2446185,68025,314095,21141905,21456000,0.0028,0.0002,0.0001,0,0.0222,0.0253,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.12,0.12,0,0.6914,0.0004,0,0.0002,0,0.0002,0,0.0007,0.114,0.0032,0.0146,0.9854,1,0,2
2000,Nepal,NEP,44653,3565,1467,0,350312,399997,0,0,0,0,0,0,0,0,0,0,0,1005060,1005060,0,0,2584440,2584440,0,18952560,0,0,0,0,0,0,0,861480,76050,50413,23879587,23930000,0.0019,0.0001,0.0001,0,0.0146,0.0167,0,0,0,0,0,0,0,0,0,0,0,0.042,0.042,0,0,0.108,0.108,0,0.792,0,0,0,0,0,0,0,0.036,0.0032,0.0021,0.9979,1,0,83
2005,Nepal,NEP,43297,3457,1423,0,339671,387848,0,0,0,0,0,0,0,0,0,0,0,1083715,1083715,0,0,2490269,2490269,0,20350000,304,0,641,0,1607,0,0,901818,63025,63773,25279227,25343000,0.0017,0.0001,0.0001,0,0.0134,0.0153,0,0,0,0,0,0,0,0,0,0,0,0.0428,0.0428,0,0,0.0983,0.0983,0,0.803,0,0,0,0,0.0001,0,0,0.0356,0.0025,0.0025,0.9975,1.0001,0,99
2010,Nepal,NEP,41940,3349,1378,0,329030,375697,0,0,0,0,0,0,0,0,0,0,0,1162370,1162370,0,0,2396099,2396099,0,21551492,609,0,1283,0,3214,0,0,942157,50000,11583,26482921,26494504,0.0016,0.0001,0.0001,0,0.0124,0.0142,0,0,0,0,0,0,0,0,0,0,0,0.0439,0.0439,0,0,0.0904,0.0904,0,0.8134,0,0,0,0,0.0001,0,0,0.0356,0.0019,0.0004,0.9996,0.9999,0,316
1945,Thailand,THI,16025,50032,0,316,12183,78556,0,0,0,0,0,0,0,0,0,0,0,345680,345680,0,0,15302760,15302760,0,30874,4837,0,0,0,0,0,708744,794941,1042,16566,17267434,17284000,0.0009,0.0029,0,0,0.0007,0.0045,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.8854,0.8854,0,0.0018,0.0003,0,0,0,0,0,0.041,0.046,0.0001,0.001,0.999,1.0001,0,14
1950,Thailand,THI,19066,90517,0,381,4286,114250,0,0,0,0,0,0,0,0,0,0,0,477130,477130,0,0,17807850,17807850,0,30434,5714,0,0,0,0,0,618503,571379,5724,4016,19630984,19635000,0.001,0.0046,0,0,0.0002,0.0058,0,0,0,0,0,0,0,0,0,0,0,0.0243,0.0243,0,0,0.9069,0.9069,0,0.0015,0.0003,0,0,0,0,0,0.0315,0.0291,0.0003,0.0002,0.9998,0.9999,0,7
1955,Thailand,THI,22683,163761,0,459,0,186903,0,0,0,17,17,0,0,0,0,0,0,703350,703350,0,18656000,2185040,20841040,0,30000,6750,0,1582,0,0,0,539751,410689,31416,10502,22751498,22762000,0.001,0.0072,0,0,0,0.0082,0,0,0,0,0,0,0,0,0,0,0,0.0309,0.0309,0,0.8196,0.096,0.9156,0,0.0013,0.0003,0,0.0001,0,0,0,0.0237,0.018,0.0014,0.0005,0.9995,1,0,2
1960,Thailand,THI,26300,237006,0,536,0,263842,0,0,0,35,35,0,0,0,0,0,0,1025000,1025000,0,0,24503000,24503000,0,49522,7785,0,3164,0,0,0,461000,250000,57108,13544,26620456,26634000,0.001,0.0089,0,0,0,0.0099,0,0,0,0,0,0,0,0,0,0,0,0.0385,0.0385,0,0,0.92,0.92,0,0.0019,0.0003,0,0.0001,0,0,0,0.0173,0.0094,0.0021,0.0005,0.9995,1,0,12
1965,Thailand,THI,29916,310250,0,614,0,340780,0,0,0,52,52,0,0,0,0,0,0,1198074,1198074,0,0,28102750,28102750,0,39761,8821,0,4746,0,0,0,594200,592354,82800,60662,30964338,31025000,0.001,0.01,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0.0386,0.0386,0,0,0.9058,0.9058,0,0.0013,0.0003,0,0.0002,0,0,0,0.0192,0.0191,0.0027,0.002,0.998,1.0002,0,20
1970,Thailand,THI,33533,151663,0,691,50408,236295,0,0,0,69,69,0,0,0,0,0,0,1371149,1371149,0,0,32912056,32912056,0,59283,9856,0,6328,0,0,0,727400,934709,108492,4363,36365637,36370000,0.0009,0.0042,0,0,0.0014,0.0065,0,0,0,0,0,0,0,0,0,0,0,0.0377,0.0377,0,0,0.9049,0.9049,0,0.0016,0.0003,0,0.0002,0,0,0,0.02,0.0257,0.003,0.0001,0.9999,1,0,7
1975,Thailand,THI,92966,187331,146,845,216258,497546,0,0,0,69,69,0,0,0,0,0,0,1650574,1650574,0,0,38050790,38050790,0,71141,11428,80,8164,0,0,49625,759700,612354,153246,4283,41864717,41869000,0.0022,0.0045,0,0,0.0052,0.0119,0,0,0,0,0,0,0,0,0,0,0,0.0394,0.0394,0,0,0.9088,0.9088,0,0.0017,0.0003,0,0.0002,0,0,0.0012,0.0181,0.0146,0.0037,0.0001,0.9999,1,0,99
1980,Thailand,THI,152400,223000,293,1000,382107,758800,0,0,0,70,70,0,0,0,0,0,0,1930000,1930000,0,0,42513380,42513380,0,83000,13000,160,10000,0,0,99250,792000,290000,198000,30340,46687660,46718000,0.0033,0.0048,0,0,0.0082,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.0413,0.0413,0,0,0.91,0.91,0,0.0018,0.0003,0,0.0002,0,0,0.0021,0.017,0.0062,0.0042,0.0006,0.9994,0.9999,0,7
1985,Thailand,THI,207075,231500,439,740,768646,1208400,0,0,0,75,75,0,0,0,0,0,0,2063200,2063200,0,0,45906200,45906200,0,131500,15000,240,70000,0,0,148875,666000,735000,599000,36510,51543490,51580000,0.004,0.0045,0,0,0.0149,0.0234,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.89,0.89,0,0.0025,0.0003,0,0.0014,0,0,0.0029,0.0129,0.0142,0.0116,0.0007,0.9993,0.9999,0,2
1990,Thailand,THI,261750,240000,585,480,1155185,1658000,0,0,0,80,80,0,0,0,0,0,0,2233560,2233560,0,0,48579930,48579930,0,180000,17000,320,130000,0,0,198500,540000,1180000,1000000,121610,55717390,55839000,0.0047,0.0043,0,0,0.0207,0.0297,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.87,0.87,0,0.0032,0.0003,0,0.0023,0,0,0.0036,0.0097,0.0211,0.0179,0.0022,0.9978,1,0,7
1995,Thailand,THI,280381,252929,732,9971,49996,594009,0,0,0,81,81,0,0,0,0,0,0,2376040,2376040,0,0,52866890,52866890,0,119901,33366,344,93919,0,0,210075,549672,1305298,1058946,192459,59208541,59401000,0.0047,0.0043,0,0.0002,0.0008,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.89,0.89,0,0.002,0.0006,0,0.0016,0,0,0.0035,0.0093,0.022,0.0178,0.0032,0.9968,1,0,1
2000,Thailand,THI,289812,261436,756,10306,51677,613987,0,0,0,200,200,5525910,613990,0,0,0,0,0,6139900,0,53417130,0,53417130,0,50000,15000,0,5000,0,0,70000,50000,400000,420000,217783,61181217,61399000,0.0047,0.0043,0,0.0002,0.0008,0.01,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0.1,0,0.87,0,0.87,0,0.0008,0.0002,0,0.0001,0,0,0.0011,0.0008,0.0065,0.0068,0.0035,0.9965,0.9998,0,83
2005,Thailand,THI,170397,153713,444,6060,30384,360998,0,0,0,200,200,5835510,648390,0,0,0,0,0,6483900,0,56409930,0,56409930,0,55000,17500,0,6000,0,0,72000,59700,440000,648390,285382,64553618,64839000,0.0026,0.0024,0,0.0001,0.0005,0.0056,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0.1,0,0.87,0,0.87,0,0.0008,0.0003,0,0.0001,0,0,0.0011,0.0009,0.0068,0.01,0.0044,0.9956,1,0,83
2010,Thailand,THI,190694,172023,497,6781,34003,403998,0,0,0,200,200,6060012,673334,0,0,0,0,0,6733346,0,58580120,0,58580120,0,56000,19500,0,6300,0,0,77000,62000,475000,673334,246674,67086798,67333472,0.0028,0.0026,0,0.0001,0.0005,0.006,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0.1,0,0.87,0,0.87,0,0.0008,0.0003,0,0.0001,0,0,0.0011,0.0009,0.0071,0.01,0.0037,0.9963,1,0,83
1955,Cambodia,CAM,8059,105200,0,405,0,113664,0,0,0,0,0,0,0,0,0,0,0,149316,149316,0,0,4162400,4162400,0,5,0,0,34158,0,0,0,40751,151862,165517,22327,4817673,4840000,0.0017,0.0217,0,0.0001,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0.0309,0.0309,0,0,0.86,0.86,0,0,0,0,0.0071,0,0,0,0.0084,0.0314,0.0342,0.0046,0.9954,1.0001,0,15
1960,Cambodia,CAM,8815,103305,0,320,0,112440,0,0,0,0,0,0,0,0,0,0,0,155909,155909,0,0,4723710,4723710,0,30,0,0,29772,0,0,0,61613,179258,170157,111,5432889,5433000,0.0016,0.019,0,0.0001,0,0.0207,0,0,0,0,0,0,0,0,0,0,0,0.0287,0.0287,0,0,0.8694,0.8694,0,0,0,0,0.0055,0,0,0,0.0113,0.033,0.0313,0,1,0.9999,0,12
1965,Cambodia,CAM,9641,61410,0,253,0,71304,0,0,0,0,0,0,0,0,0,0,0,162793,162793,0,0,5400075,5400075,0,173,0,0,25949,0,0,0,93153,211596,174928,1029,6139971,6141000,0.0016,0.01,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0.0265,0.0265,0,0,0.8793,0.8793,0,0,0,0,0.0042,0,0,0,0.0152,0.0345,0.0285,0.0002,0.9998,1,0,20
1970,Cambodia,CAM,10546,20051,0,200,38583,69380,0,0,0,0,0,0,0,0,0,0,0,169981,169981,0,0,6100420,6100420,0,999,0,0,22618,0,0,0,140841,249768,179833,4160,6933840,6938000,0.0015,0.0029,0,0,0.0056,0.01,0,0,0,0,0,0,0,0,0,0,0,0.0245,0.0245,0,0,0.8793,0.8793,0,0.0001,0,0,0.0033,0,0,0,0.0203,0.036,0.0259,0.0006,0.9994,1,0,7
1975,Cambodia,CAM,11535,18788,0,158,45104,75585,0,0,0,0,0,0,0,0,0,0,0,177486,177486,0,0,6104280,6104280,0,5749,0,0,19714,0,0,0,212940,294826,184875,22545,7075455,7098000,0.0016,0.0026,0,0,0.0064,0.0106,0,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0,0.86,0.86,0,0.0008,0,0,0.0028,0,0,0,0.03,0.0415,0.026,0.0032,0.9968,0.9999,0,2
